3,91.457,90.785,91.120,91.235
4,91.866,90.106,91.221,90.430
5,90.556,89.778,90.400,89.809
1,90.334,89.814,90.204,90.271
2,90.547,89.338,90.266,89.644
3,90.080,89.134,89.682,90.001
4,90.546,89.625,89.982,89.912
5,90.920,89.580,89.919,90.265
1,90.940,89.877,89.892,90.612
2,90.913,90.257,90.606,90.376
3,91.269,90.068,90.379,90.978
4,91.072,88.548,90.988,89.016
5,89.886,88.820,88.971,89.235
1,89.560,89.138,89.370,89.253
2,89.801,89.201,89.248,89.687
3,90.061,89.239,89.717,89.932
4,90.137,89.569,89.959,89.760
5,90.409,89.585,89.760,89.965
1,90.227,89.907,90.104,90.006
2,90.508,89.700,90.001,90.134
3,91.381,90.126,90.144,91.245
4,91.817,90.561,91.247,91.802
5,92.142,91.483,91.771,91.506
1,91.902,91.017,91.479,91.140
2,91.296,89.894,91.117,90.221
3,90.360,89.763,90.209,90.141
4,90.317,88.805,90.147,89.085
5,89.500,88.741,89.079,88.913
1,89.474,88.812,88.846,89.120
2,89.369,88.551,89.119,88.835
3,88.991,88.317,88.839,88.455
4,89.251,88.136,88.452,89.032
5,90.587,88.973,89.013,90.275
1,90.680,90.151,90.383,90.302
2,90.327,89.628,90.307,89.956
3,90.817,89.837,89.941,90.514
4,90.712,90.206,90.509,90.502
5,91.080,90.168,90.511,90.551
1,90.831,90.348,90.826,90.516
2,90.731,89.982,90.521,90.302
3,90.711,90.023,90.307,90.293
4,90.797,89.756,90.290,90.374
5,90.711,90.328,90.399,90.540
1,90.769,89.828,90.481,90.136
2,90.470,90.054,90.118,90.392
3,92.399,90.343,90.416,92.301
4,92.952,91.758,92.276,92.722
5,92.890,92.302,92.727,92.488
1,92.783,92.333,92.428,92.459
2,93.020,92.123,92.443,92.756
3,93.632,92.748,92.781,93.452
4,94.039,93.274,93.467,93.812
5,94.688,93.669,93.840,94.610
1,94.771,94.079,94.669,94.361
2,94.377,93.660,94.361,93.789
3,94.264,93.148,93.778,93.346
4,93.480,92.830,93.321,93.368
5,93.780,93.105,93.385,93.175
1,93.610,92.889,92.905,93.248
2,93.410,92.570,93.228,93.194
3,93.719,92.825,93.206,93.227
4,93.516,92.861,93.244,93.031
5,93.136,91.900,93.035,92.166
1,92.464,91.591,91.853,92.394
2,93.387,92.392,92.422,93.213
3,93.441,92.933,93.228,93.180
4,93.608,92.740,93.176,93.475
5,94.323,93.306,93.458,93.958
1,94.352,93.927,93.982,93.953
2,94.037,92.819,93.952,93.258
3,94.315,92.989,93.263,94.026
4,94.257,93.848,94.039,94.035
5,94.581,93.831,94.015,93.841
1,94.784,93.840,93.936,94.526
2,94.974,94.320,94.531,94.537
3,94.980,93.539,94.571,93.813
4,93.973,88.248,93.864,90.585
5,93.091,90.002,90.619,91.597
1,93.537,91.667,92.427,93.304
2,93.387,92.210,93.284,92.636
3,93.279,92.441,92.631,93.232
4,93.639,92.586,93.247,92.742
5,93.091,91.797,92.703,92.442
1,92.687,91.764,92.235,92.582
2,92.962,92.098,92.544,92.232
3,92.224,90.940,92.206,91.686
4,91.871,88.960,91.623,89.668
5,90.470,89.022,89.681,89.995
1,90.613,89.745,90.295,90.284
2,90.307,89.259,90.229,90.230
3,90.663,89.822,90.218,89.901
4,91.082,89.811,89.888,91.034
5,91.408,90.598,91.046,91.048
1,91.614,90.908,90.998,91.251
2,91.450,90.537,91.252,90.943
3,92.347,90.894,90.902,92.118
4,92.800,92.039,92.123,92.696
5,92.878,91.421,92.664,91.896
1,92.077,90.973,91.736,91.361
2,91.921,90.830,91.359,91.450
3,91.669,91.056,91.503,91.296
4,91.465,90.849,91.227,91.324
5,91.773,91.264,91.334,91.633
1,92.109,91.412,91.816,91.573
2,91.690,91.078,91.569,91.451
3,91.821,91.088,91.420,91.434
4,91.437,90.506,91.429,91.003
5,91.030,90.443,91.015,90.702
1,91.475,90.246,90.270,91.103
2,91.098,90.331,91.044,90.559
3,90.580,89.728,90.574,89.804
4,89.977,89.223,89.832,89.599
5,89.775,89.221,89.594,89.230
1,89.464,89.061,89.255,89.362
2,89.411,88.283,89.344,88.594
3,88.766,88.364,88.588,88.423
4,88.561,86.964,88.380,87.592
5,88.201,87.317,87.567,87.724
1,88.003,87.631,87.702,87.759
2,87.978,87.343,87.759,87.516
3,87.770,87.018,87.508,87.697
4,88.638,87.654,87.702,88.343
5,88.698,88.321,88.326,88.608
1,89.147,88.388,88.716,88.612
2,88.858,88.024,88.636,88.727
3,89.104,88.068,88.681,88.398
4,88.498,87.229,88.430,87.387
5,87.500,86.260,87.432,86.574
1,87.215,86.482,86.508,86.686
2,87.567,86.662,86.671,87.493
3,87.500,86.865,87.453,87.035
4,87.203,86.337,87.024,86.911
5,87.495,86.735,86.907,87.450
1,87.711,86.819,87.476,86.878
2,87.966,86.828,86.869,87.886
3,88.114,87.247,87.886,87.459
4,87.507,86.568,87.464,86.784
5,86.975,85.940,86.790,86.452
1,86.881,86.317,86.327,86.493
2,86.656,85.670,86.493,85.785
3,86.377,85.322,85.785,86.263
4,86.452,85.710,86.273,85.802
5,86.179,85.025,85.831,85.482
1,85.947,85.297,85.388,85.924
2,86.226,85.175,85.929,85.436
3,85.467,84.726,85.435,85.316
4,85.977,84.927,85.313,85.878
5,86.367,85.564,85.882,86.185
1,86.219,85.210,86.154,85.320
2,85.671,85.112,85.326,85.516
3,85.680,85.189,85.517,85.449
4,85.912,84.894,85.420,85.381
5,85.815,85.191,85.403,85.608
1,85.713,85.096,85.571,85.157
2,85.189,83.590,85.162,83.893
3,84.824,83.900,83.918,84.566
4,84.881,84.328,84.556,84.445
5,85.446,84.274,84.449,85.203
1,85.902,84.510,85.302,84.627
2,84.665,83.835,84.632,84.186
3,84.654,83.666,84.175,84.436
4,84.549,83.992,84.429,84.270
5,85.226,84.165,84.258,84.284
1,84.491,84.046,84.133,84.200
2,84.255,83.511,84.210,83.829
3,84.039,83.348,83.830,83.864
4,84.023,83.496,83.864,83.777
5,84.373,83.749,83.786,84.162
1,84.356,83.501,84.216,83.708
2,83.755,82.922,83.701,83.030
3,85.764,82.875,83.022,85.730
4,85.925,85.220,85.725,85.772
5,85.930,85.594,85.767,85.846
1,85.797,85.506,85.725,85.690
2,85.770,84.975,85.697,85.085
3,85.185,84.270,85.085,84.482
4,84.670,84.248,84.477,84.372
5,85.388,84.113,84.364,84.203
1,84.388,84.110,84.229,84.281
2,84.337,83.692,84.288,83.869
3,84.078,83.500,83.862,83.699
4,83.808,83.167,83.689,83.521
5,83.574,83.160,83.513,83.218
1,83.867,83.178,83.237,83.351
2,83.975,82.958,83.369,83.216
3,83.270,82.751,83.246,82.931
4,83.031,82.103,82.930,82.409
5,82.560,81.724,82.388,81.915
1,82.178,81.361,81.937,82.067
2,82.349,81.664,82.072,81.713
3,82.001,81.669,81.720,81.804
4,81.841,80.855,81.783,81.477
5,81.619,80.871,81.478,81.452
1,81.480,81.123,81.362,81.266
2,81.918,81.142,81.267,81.583
3,81.659,80.839,81.586,81.081
4,81.822,80.914,81.086,81.324
5,81.499,80.987,81.324,81.359
1,81.446,80.406,81.265,80.815
2,81.649,80.609,80.811,81.433
3,81.978,81.313,81.456,81.749
4,81.776,80.861,81.751,81.019
5,81.070,80.365,81.006,80.387
1,81.419,80.240,80.289,80.497
2,80.958,80.454,80.499,80.616
3,81.580,80.592,80.638,81.075
4,81.218,80.582,81.069,80.753
5,81.467,80.618,80.750,81.262
1,81.434,81.001,81.218,81.175
2,81.957,80.530,81.183,81.685
3,82.791,81.548,81.685,82.270
4,82.602,82.038,82.317,82.480
5,82.653,81.651,82.480,82.511
1,83.257,82.390,82.457,83.073
2,83.588,82.845,83.086,83.292
3,83.547,83.031,83.270,83.175
4,83.779,83.098,83.185,83.516
5,83.639,83.136,83.515,83.538
1,83.555,83.227,83.500,83.332
2,83.839,82.785,83.314,83.154
3,83.657,82.940,83.125,83.524
4,83.691,83.399,83.504,83.583
5,84.182,83.561,83.594,84.054
1,84.399,83.818,84.035,84.250
2,84.308,83.418,84.277,83.684
3,84.386,83.374,83.666,84.179
4,84.358,83.481,84.184,83.809
5,83.888,82.521,83.799,82.530
1,82.989,82.565,82.655,82.650
2,83.657,82.337,82.676,83.485
3,84.299,83.457,83.527,84.033
4,84.109,83.509,84.007,83.754
5,84.012,83.449,83.734,83.939
1,84.349,83.103,83.986,83.382
2,83.775,82.838,83.384,83.655
3,84.507,83.598,83.659,84.232
4,84.448,83.884,84.239,83.899
5,84.203,83.689,83.919,83.966
1,84.117,83.627,83.937,83.765
2,83.900,83.497,83.762,83.734
3,83.848,83.411,83.734,83.566
4,83.574,82.854,83.554,82.902
5,83.173,82.858,82.902,82.865
1,82.970,82.648,82.763,82.795
2,82.844,81.811,82.819,82.374
3,82.462,81.607,82.377,81.611
4,81.848,81.285,81.608,81.517
5,81.539,80.937,81.502,81.185
1,81.743,80.925,81.209,81.731
2,82.277,81.608,81.722,82.029
3,83.373,81.880,82.020,83.239
4,83.389,82.879,83.245,83.333
5,83.676,82.849,83.312,83.130
1,83.275,82.662,83.217,82.703
2,83.490,82.677,82.704,83.233
3,83.457,82.803,83.218,82.988
4,83.147,82.545,83.001,82.803
5,83.060,82.405,82.801,82.851
1,83.007,82.348,82.784,82.666
2,82.822,82.328,82.662,82.548
3,82.686,81.848,82.546,82.010
4,83.120,81.998,81.998,82.992
5,83.087,82.528,82.963,82.551
1,82.915,82.299,82.535,82.518
2,82.660,81.973,82.517,82.238
3,82.606,81.977,82.213,82.165
4,83.213,82.017,82.163,82.905
5,82.921,81.982,82.907,82.115
1,82.253,81.907,81.998,82.033
2,82.148,81.308,82.033,81.346
3,81.852,81.348,81.355,81.545
4,82.057,81.397,81.541,81.614
5,82.465,81.102,81.626,82.166
1,82.464,82.155,82.165,82.313
2,82.419,81.770,82.303,82.367
3,82.664,82.197,82.338,82.350
4,83.369,82.334,82.355,83.217
5,83.670,83.217,83.228,83.418
1,83.520,83.089,83.473,83.316
2,83.910,83.196,83.317,83.763
3,83.970,83.485,83.787,83.671
4,83.745,83.151,83.624,83.302
5,83.527,83.028,83.309,83.166
1,83.258,83.015,83.073,83.130
2,83.526,82.577,83.131,82.754
3,82.887,82.315,82.773,82.506
4,82.512,81.619,82.501,81.885
5,82.062,81.639,81.887,81.665
1,81.977,81.618,81.681,81.772
2,82.235,81.728,81.771,81.849
3,82.110,81.569,81.851,81.863
4,82.517,81.719,81.871,82.437
5,83.062,82.211,82.429,82.298
1,82.383,81.948,82.316,82.235
2,82.850,82.206,82.233,82.660
3,82.928,82.574,82.655,82.727
4,83.167,82.695,82.744,82.977
5,83.292,81.648,82.999,81.842
1,82.462,80.593,81.644,81.618
2,82.038,80.603,81.621,80.711
3,81.164,79.558,80.711,79.577
4,79.735,76.374,79.322,78.878
5,81.978,78.819,78.873,80.563
1,81.311,80.712,80.862,81.012
2,81.278,80.841,81.010,80.963
3,81.066,80.697,80.952,80.904
4,81.048,80.759,80.896,80.965
5,81.488,80.866,80.963,81.336
1,81.840,81.297,81.388,81.682
2,82.470,81.538,81.694,82.463
3,83.177,82.360,82.465,82.876
4,83.215,82.559,82.863,83.118
5,84.726,83.122,83.133,84.050
1,84.378,83.853,84.174,84.050
2,84.869,84.029,84.049,84.860
3,85.520,84.839,84.866,85.493
4,85.498,84.588,85.483,84.905
5,85.391,84.677,84.860,84.751
1,85.152,84.508,84.846,84.586
2,84.776,83.456,84.575,83.560
3,84.257,83.497,83.540,83.820
4,83.927,82.951,83.819,83.484
5,83.777,82.953,83.483,83.108
1,83.255,82.180,83.206,82.641
2,82.756,82.314,82.645,82.571
3,83.094,82.251,82.569,82.545
4,82.588,81.584,82.550,81.838
5,82.105,81.660,81.840,81.842
1,82.420,81.661,81.789,81.815
2,81.968,81.483,81.823,81.487
3,82.781,81.257,81.489,82.142
4,82.271,81.395,82.085,81.475
5,81.645,81.037,81.465,81.136
1,81.683,80.993,81.093,81.210
2,81.269,80.691,81.201,80.875
3,81.187,80.427,80.919,80.509
4,80.685,79.560,80.515,80.049
5,80.934,80.048,80.053,80.588
1,80.839,80.178,80.611,80.339
2,80.902,80.151,80.295,80.872
3,81.320,80.611,80.818,81.041
4,81.333,80.704,81.060,80.935
5,81.083,80.334,80.874,80.781
1,81.060,80.627,80.860,80.781
2,81.766,80.710,80.720,81.408
3,81.717,80.934,81.347,81.665
4,82.227,81.467,81.586,81.605
5,81.858,81.474,81.546,81.681
1,82.036,81.315,81.775,81.980
2,82.208,81.611,81.951,81.943
3,82.166,81.790,81.885,81.962
4,82.083,81.149,81.960,81.279
5,81.405,80.694,81.282,80.797
1,80.976,80.717,80.734,80.926
2,81.768,80.709,80.920,81.518
3,81.565,80.633,81.513,80.939
4,81.319,80.541,80.930,80.886
5,81.009,80.045,80.885,80.249
1,80.388,79.971,80.196,80.097
2,80.328,79.979,80.026,80.094
3,80.274,79.692,80.065,79.877
4,80.417,79.832,79.870,80.355
5,80.460,79.962,80.345,80.233
1,80.685,79.992,80.262,80.232
2,80.619,80.082,80.245,80.482
3,81.054,80.378,80.455,80.963
4,81.045,80.478,80.923,80.655
5,80.669,80.004,80.620,80.032
1,80.362,80.019,80.122,80.235
2,80.339,80.047,80.252,80.191
3,80.378,80.008,80.140,80.282
4,80.791,80.232,80.232,80.503
5,80.598,80.131,80.440,80.394
1,80.977,80.288,80.312,80.891
2,81.263,80.656,80.829,81.111
3,81.179,80.550,81.056,80.771
4,80.861,80.258,80.716,80.561
5,81.141,80.490,80.504,80.763
1,80.905,80.531,80.760,80.735
2,81.181,80.695,80.734,81.005
3,81.119,80.764,81.003,80.901
4,81.409,80.789,80.847,81.229
5,81.470,80.496,81.180,80.660
1,80.825,80.103,80.527,80.254
2,80.369,79.168,80.200,79.246
3,79.569,78.451,79.175,79.000
4,79.598,78.461,78.878,79.129
5,79.270,78.885,79.065,79.095
1,79.175,78.945,79.080,79.030
2,79.272,78.815,79.041,79.166
3,79.313,78.703,79.127,78.766
4,79.025,78.270,78.774,78.287
5,78.724,78.202,78.285,78.523
1,78.551,78.049,78.274,78.270
2,78.698,77.825,78.284,77.871
3,78.165,77.568,77.884,77.968
4,78.020,77.625,77.964,77.645
5,77.861,76.730,77.653,76.752
1,78.042,76.290,77.104,77.167
2,77.823,76.955,77.186,77.130
3,77.399,76.776,77.122,77.056
4,80.234,76.959,77.048,78.835
5,79.410,78.312,78.867,78.378
1,78.464,77.497,77.877,77.773
2,77.851,76.697,77.744,76.942
3,77.302,76.342,76.945,76.854
4,77.239,76.301,76.845,76.822
5,77.014,76.508,76.826,76.688
1,77.091,76.587,76.788,76.828
2,76.923,76.648,76.798,76.795
3,76.834,76.404,76.787,76.573
4,76.708,76.444,76.598,76.575
5,76.966,75.940,76.570,76.527
1,77.200,76.553,76.723,76.795
2,76.931,76.465,76.780,76.645
3,77.069,76.457,76.631,76.972
4,77.689,76.838,76.973,77.458
5,77.519,76.496,77.449,76.654
1,77.011,76.570,76.727,76.821
2,76.976,76.601,76.824,76.730
3,76.838,76.419,76.725,76.657
4,77.236,76.571,76.640,76.903
5,76.965,76.531,76.909,76.786
1,76.972,76.688,76.884,76.874
2,77.722,76.712,76.874,77.648
3,77.707,77.065,77.648,77.232
4,77.591,77.136,77.250,77.501
5,77.853,77.092,77.492,77.541
1,77.580,76.750,77.439,77.218
2,77.247,76.800,77.191,76.937
3,77.061,76.598,76.942,76.627
4,77.312,76.555,76.616,76.694
5,76.966,76.649,76.689,76.766
1,76.974,76.322,76.911,76.594
2,76.757,76.351,76.554,76.440
3,76.731,76.111,76.433,76.454
4,76.965,76.101,76.450,76.199
5,76.881,76.145,76.228,76.499
1,76.755,76.217,76.445,76.347
2,76.929,76.259,76.344,76.798
3,76.871,76.331,76.807,76.594
4,77.020,76.408,76.591,76.827
5,77.194,76.492,76.823,76.986
1,77.257,76.507,77.080,76.634
2,76.976,76.523,76.610,76.793
3,77.071,76.608,76.799,76.779
4,76.834,76.557,76.778,76.708
5,76.905,76.568,76.704,76.729
1,76.848,76.567,76.778,76.688
2,76.752,76.597,76.660,76.648
3,77.481,76.308,76.626,77.255
4,77.286,76.670,77.217,76.894
5,77.444,76.818,76.867,77.176
1,77.449,76.598,77.047,76.821
2,76.907,76.622,76.807,76.810
3,76.857,76.654,76.799,76.799
4,77.088,76.676,76.807,76.773
5,76.909,75.785,76.789,76.193
1,76.479,75.983,76.183,76.082
2,76.296,75.731,76.089,76.076
3,76.318,75.707,76.066,76.150
4,76.287,75.656,76.165,75.930
5,75.997,75.670,75.943,75.812
1,79.531,75.566,75.635,78.160
2,78.985,78.011,78.160,78.376
3,78.405,77.939,78.369,78.048
4,78.157,77.888,78.033,78.049
5,78.262,77.964,78.051,78.224
1,78.180,77.979,78.149,78.050
2,78.093,77.592,78.026,77.719
3,77.881,77.538,77.702,77.809
4,77.870,77.502,77.803,77.638
5,77.679,77.047,77.637,77.110
1,77.264,76.809,77.238,77.058
2,77.498,76.904,77.068,77.023
3,77.145,76.850,77.027,77.050
4,77.089,76.910,77.027,76.975
5,77.027,76.569,76.964,76.930
1,76.988,76.759,76.813,76.868
2,77.325,76.831,76.866,76.964
3,77.576,76.921,76.941,77.306
4,77.330,77.009,77.283,77.107
